OH, Debt collection, 1114238, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1111629, Cont'd attempts collect debt not owed, 
OH, Student loan, 1109116, Can't repay my loan, 
OH, Credit reporting, 1109189, Incorrect information on credit report, 
OH, Credit reporting, 1109190, Incorrect information on credit report, 
OH, Credit reporting, 1108015, Incorrect information on credit report, 
OH, Debt collection, 1107530, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1106042, Cont'd attempts collect debt not owed, 
OH, Credit reporting, 1105399, Incorrect information on credit report, 
OH, Consumer loan, 1106708, Problems when you are unable to pay, 
OH, Credit reporting, 1103782, Incorrect information on credit report, 
OH, Credit card, 1104514, Identity theft / Fraud / Embezzlement, 
OH, Debt collection, 1104078, Disclosure verification of debt, 
OH, Debt collection, 1101797, Cont'd attempts collect debt not owed, 
OH, Consumer loan, 1099379, Problems when you are unable to pay, 
OH, Bank account or service, 1099411, Using a debit or ATM card, 
OH, Credit card, 1097477, Identity theft / Fraud / Embezzlement, 
OH, Credit reporting, 1096701, Incorrect information on credit report, 
OH, Student loan, 1097201, Dealing with my lender or servicer, 
OH, Student loan, 1096044, Dealing with my lender or servicer, 
OH, Credit card, 1094183, Other, 
OH, Debt collection, 1094295, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1093678, Taking/threatening an illegal action, 
OH, Debt collection, 1093553, False statements or representation, 
OH, Credit reporting, 1092683, Incorrect information on credit report, 
OH, Debt collection, 1092654, Communication tactics, 
OH, Student loan, 1092183, Dealing with my lender or servicer, 
OH, Credit card, 1092178, Identity theft / Fraud / Embezzlement, 
OH, Debt collection, 1092516, Communication tactics, 
OH, Debt collection, 1092655, Communication tactics, 
OH, Payday loan, 1092468, Charged fees or interest I didn't expect, 
OH, Student loan, 1093050, Dealing with my lender or servicer, 
OH, Debt collection, 1091284, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1091750, Cont'd attempts collect debt not owed, 
OH, Consumer loan, 1091804, Shopping for a loan or lease, 
OH, Consumer loan, 1094514, Managing the loan or lease, 
OH, Mortgage, 1088665, Credit decision / Underwriting, 
OH, Credit reporting, 1088566, Incorrect information on credit report, 
OH, Credit card, 1088833, APR or interest rate, 
OH, Debt collection, 1087309, Communication tactics, 
OH, Credit card, 1088837, Identity theft / Fraud / Embezzlement, 
OH, Consumer loan, 1090099, Taking out the loan or lease, 
OH, Bank account or service, 1090230, Problems caused by my funds being low, 
OH, Consumer loan, 1089919, Managing the loan or lease, 
OH, Credit reporting, 1089355, Incorrect information on credit report, 
OH, Credit card, 1088836, Identity theft / Fraud / Embezzlement, 
OH, Credit card, 1088835, Identity theft / Fraud / Embezzlement, 
OH, Mortgage, 1087076, Credit decision / Underwriting, 
OH, Credit card, 1086890, APR or interest rate, 
OH, Debt collection, 1086860, Taking/threatening an illegal action, 
OH, Bank account or service, 1086800, Deposits and withdrawals, 
OH, Student loan, 1086880, Can't repay my loan, 
OH, Debt collection, 1085774, Disclosure verification of debt, 
OH, Bank account or service, 1085409, Deposits and withdrawals, 
OH, Mortgage, 1085970, Credit decision / Underwriting, 
OH, Credit card, 1085723, Billing disputes, 
OH, Student loan, 1084958, Can't repay my loan, 
OH, Credit reporting, 1086123, Unable to get credit report/credit score, 
OH, Credit reporting, 1086042, Incorrect information on credit report, 
OH, Debt collection, 1086390, Taking/threatening an illegal action, 
OH, Debt collection, 1085758, Cont'd attempts collect debt not owed, 
OH, Credit card, 1084659, Billing disputes, 
OH, Consumer loan, 1083314, Managing the loan or lease, 
OH, Debt collection, 1083730, Disclosure verification of debt, 
OH, Credit reporting, 1083251, Incorrect information on credit report, 
OH, Credit card, 1084225, APR or interest rate, 
OH, Debt collection, 1083889, Communication tactics, 
OH, Consumer loan, 1083167, Managing the loan or lease, 
OH, Mortgage, 1083685, Settlement process and costs, 
OH, Debt collection, 1083380, False statements or representation, 
OH, Credit reporting, 1084504, Incorrect information on credit report, 
OH, Consumer loan, 1084449, Managing the loan or lease, 
OH, Debt collection, 1084888, Cont'd attempts collect debt not owed, 
OH, Bank account or service, 1082573, Problems caused by my funds being low, 
OH, Credit reporting, 1081869, Incorrect information on credit report, 
OH, Debt collection, 1083548, Cont'd attempts collect debt not owed, 
OH, Consumer loan, 1082748, Managing the loan or lease, 
OH, Student loan, 1081713, Can't repay my loan, 
OH, Credit card, 1079299, Credit determination, 
OH, Debt collection, 1080159, Disclosure verification of debt, 
OH, Credit reporting, 1079181, Incorrect information on credit report, 
OH, Debt collection, 1079840, Cont'd attempts collect debt not owed, 
OH, Credit reporting, 1079182, Incorrect information on credit report, 
OH, Student loan, 1079795, Can't repay my loan, 
OH, Credit card, 1079681, Billing disputes, 
OH, Mortgage, 1081489, Settlement process and costs, 
OH, Student loan, 1080407, Can't repay my loan, 
OH, Mortgage, 1079244, Other, 
OH, Credit reporting, 1081522, Unable to get credit report/credit score, 
OH, Credit card, 1079300, Credit determination, 
OH, Bank account or service, 1079749, Deposits and withdrawals, 
OH, Credit card, 1079576, Identity theft / Fraud / Embezzlement, 
OH, Debt collection, 1078142, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1077625, Communication tactics, 
OH, Debt collection, 1077787, Communication tactics, 
OH, Credit card, 1077774, Credit card protection / Debt protection, 
OH, Student loan, 1078109, Can't repay my loan, 
OH, Consumer loan, 1077773, Problems when you are unable to pay, 
OH, Credit card, 1079524, Identity theft / Fraud / Embezzlement, 
OH, Debt collection, 1077929, Improper contact or sharing of info, 
OH, Credit card, 1078556, Rewards, 
OH, Consumer loan, 1078756, Managing the loan or lease, 
OH, Credit reporting, 1077039, Unable to get credit report/credit score, 
OH, Credit reporting, 1077076, Incorrect information on credit report, 
OH, Debt collection, 1076820, Improper contact or sharing of info, 
OH, Debt collection, 1076821, Communication tactics, 
OH, Credit card, 1076871, Rewards, 
OH, Credit reporting, 1076822, Credit reporting company's investigation, 
OH, Credit card, 1077020, Payoff process, 
OH, Debt collection, 1075789, Improper contact or sharing of info, 
OH, Credit card, 1075757, Credit card protection / Debt protection, 
OH, Credit card, 1075377, Other, 
OH, Payday loan, 1075015, Can't contact lender, 
OH, Debt collection, 1076769, Communication tactics, 
OH, Debt collection, 1074818, Taking/threatening an illegal action, 
OH, Student loan, 1076737, Dealing with my lender or servicer, 
OH, Credit card, 1075444, Identity theft / Fraud / Embezzlement, 
OH, Debt collection, 1076996, Cont'd attempts collect debt not owed, 
OH, Consumer loan, 1073707, Managing the loan or lease, 
OH, Student loan, 1075234, Dealing with my lender or servicer, 
OH, Credit reporting, 1073078, Incorrect information on credit report, 
OH, Consumer loan, 1075565, Managing the loan or lease, 
OH, Debt collection, 1074834, Communication tactics, 
OH, Debt collection, 1075132, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1071695, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1071113, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1073015, Taking/threatening an illegal action, 
OH, Credit reporting, 1073247, Unable to get credit report/credit score, 
OH, Payday loan, 1071081, Can't contact lender, 
OH, Debt collection, 1071338, Improper contact or sharing of info, 
OH, Credit card, 1071064, APR or interest rate, 
OH, Credit card, 1073280, Billing statement, 
OH, Credit card, 1069925, Other fee, 
OH, Bank account or service, 1068992, Deposits and withdrawals, 
OH, Debt collection, 1070708, Disclosure verification of debt, 
OH, Debt collection, 1070018, Cont'd attempts collect debt not owed, 
OH, Credit card, 1071164, Other, 
OH, Debt collection, 1070143, Taking/threatening an illegal action, 
OH, Debt collection, 1070707, Disclosure verification of debt, 
OH, Debt collection, 1069112, Cont'd attempts collect debt not owed, 
OH, Bank account or service, 1069852, Using a debit or ATM card, 
OH, Debt collection, 1069298, Disclosure verification of debt, 
OH, Debt collection, 1069294, Disclosure verification of debt, 
OH, Debt collection, 1068569, Cont'd attempts collect debt not owed, 
OH, Student loan, 1068391, Dealing with my lender or servicer, 
OH, Money transfers, 1068410, Wrong amount charged or received, 
OH, Credit reporting, 1068396, Credit reporting company's investigation, 
OH, Credit card, 1068228, Balance transfer, 
OH, Credit card, 1068266, Unsolicited issuance of credit card, 
OH, Payday loan, 1068074, Can't contact lender, 
OH, Credit card, 1066562, Unsolicited issuance of credit card, 
OH, Consumer loan, 1068076, Taking out the loan or lease, 
OH, Debt collection, 1066922, Communication tactics, 
OH, Credit card, 1068057, Credit line increase/decrease, 
OH, Debt collection, 1068096, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1066923, Communication tactics, 
OH, Debt collection, 1067534, Communication tactics, 
OH, Credit card, 1066793, Advertising and marketing, 
OH, Credit card, 1066533, Credit line increase/decrease, 
OH, Debt collection, 1065100, Cont'd attempts collect debt not owed, 
OH, Credit card, 1066509, Advertising and marketing, 
OH, Student loan, 1064589, Can't repay my loan, 
OH, Consumer loan, 1064781, Problems when you are unable to pay, 
OH, Debt collection, 1066508, Disclosure verification of debt, 
OH, Payday loan, 1064532, Can't contact lender, 
OH, Credit card, 1065157, Credit card protection / Debt protection, 
OH, Bank account or service, 1065787, Problems caused by my funds being low, 
OH, Bank account or service, 1065480, Problems caused by my funds being low, 
OH, Credit reporting, 1062762, Credit reporting company's investigation, 
OH, Payday loan, 1062745, Charged fees or interest I didn't expect, 
OH, Bank account or service, 1062767, Deposits and withdrawals, 
OH, Debt collection, 1063769, Cont'd attempts collect debt not owed, 
OH, Credit reporting, 1062773, Incorrect information on credit report, 
OH, Credit card, 1062761, Credit determination, 
OH, Debt collection, 1063249, Cont'd attempts collect debt not owed, 
OH, Credit reporting, 1062774, Incorrect information on credit report, 
OH, Debt collection, 1061287, Taking/threatening an illegal action, 
OH, Debt collection, 1060943, Cont'd attempts collect debt not owed, 
OH, Consumer loan, 1060633, Managing the loan or lease, 
OH, Debt collection, 1060964, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1060095, Communication tactics, 
OH, Credit reporting, 1058645, Incorrect information on credit report, 
OH, Credit card, 1058738, Billing disputes, 
OH, Credit card, 1058739, Billing disputes, 
OH, Debt collection, 1058960, Communication tactics, 
OH, Credit card, 1059152, Late fee, 
OH, Credit reporting, 1058520, Incorrect information on credit report, 
OH, Student loan, 1058547, Dealing with my lender or servicer, 
OH, Student loan, 1058383, Can't repay my loan, 
OH, Student loan, 1058416, Can't repay my loan, 
OH, Credit reporting, 1058491, Unable to get credit report/credit score, 
OH, Consumer loan, 1056728, Managing the loan or lease, 
OH, Debt collection, 1056972, Cont'd attempts collect debt not owed, 
OH, Credit card, 1056991, Transaction issue, 
OH, Consumer loan, 1056986, Managing the loan or lease, 
OH, Payday loan, 1057165, Payment to acct not credited, 
OH, Student loan, 1057321, Can't repay my loan, 
OH, Student loan, 1057798, Dealing with my lender or servicer, 
OH, Credit card, 1055099, Credit determination, 
OH, Payday loan, 1055164, Can't contact lender, 
OH, Debt collection, 1055565, Communication tactics, 
OH, Debt collection, 1055590, Cont'd attempts collect debt not owed, 
OH, Student loan, 1055636, Can't repay my loan, 
OH, Credit card, 1055235, Late fee, 
OH, Bank account or service, 1055962, Deposits and withdrawals, 
OH, Credit card, 1055836, Identity theft / Fraud / Embezzlement, 
OH, Credit reporting, 1055539, Incorrect information on credit report, 
OH, Credit reporting, 1054877, Incorrect information on credit report, 
OH, Credit reporting, 1055538, Incorrect information on credit report, 
OH, Consumer loan, 1055525, Managing the loan or lease, 
OH, Credit reporting, 1056371, Credit reporting company's investigation, 
OH, Credit reporting, 1053652, Incorrect information on credit report, 
OH, Bank account or service, 1053792, Problems caused by my funds being low, 
OH, Bank account or service, 1054544, Using a debit or ATM card, 
OH, Credit card, 1054680, Late fee, 
OH, Debt collection, 1052645, Communication tactics, 
OH, Debt collection, 1051186, Communication tactics, 
OH, Consumer loan, 1051300, Taking out the loan or lease, 
OH, Student loan, 1051409, Can't repay my loan, 
OH, Debt collection, 1051539, Communication tactics, 
OH, Debt collection, 1052061, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1052123, Cont'd attempts collect debt not owed, 
OH, Credit card, 1050835, APR or interest rate, 
OH, Payday loan, 1050592, Payment to acct not credited, 
OH, Credit card, 1050590, Credit card protection / Debt protection, 
OH, Credit reporting, 1050609, Incorrect information on credit report, 
OH, Debt collection, 1048859, Cont'd attempts collect debt not owed, 
OH, Payday loan, 1049313, Charged fees or interest I didn't expect, 
OH, Consumer loan, 1049436, Managing the loan or lease, 
OH, Debt collection, 1049454, Communication tactics, 
OH, Debt collection, 1049615, Improper contact or sharing of info, 
OH, Consumer loan, 1049620, Taking out the loan or lease, 
OH, Credit reporting, 1049945, Unable to get credit report/credit score, 
OH, Debt collection, 1050094, Cont'd attempts collect debt not owed, 
OH, Bank account or service, 1050145, Deposits and withdrawals, 
OH, Debt collection, 1050198, Disclosure verification of debt, 
OH, Credit reporting, 1048458, Incorrect information on credit report, 
OH, Bank account or service, 1048448, Problems caused by my funds being low, 
OH, Debt collection, 1048079, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1046671, Communication tactics, 
OH, Credit reporting, 1046769, Credit reporting company's investigation, 
OH, Consumer loan, 1046822, Problems when you are unable to pay, 
OH, Bank account or service, 1046911, Deposits and withdrawals, 
OH, Consumer loan, 1047201, Managing the loan or lease, 
OH, Credit reporting, 1047415, Credit reporting company's investigation, 
OH, Credit reporting, 1047416, Credit reporting company's investigation, 
OH, Debt collection, 1047527, Improper contact or sharing of info, 
OH, Debt collection, 1048194, Disclosure verification of debt, 
OH, Consumer loan, 1046288, Problems when you are unable to pay, 
OH, Money transfers, 1046551, Fraud or scam, 
OH, Payday loan, 1045106, Applied for loan/did not receive money, 
OH, Credit card, 1045518, Closing/Cancelling account, 
OH, Credit card, 1045524, Other, 
OH, Mortgage, 1044420, Settlement process and costs, 
OH, Bank account or service, 1044315, Deposits and withdrawals, 
OH, Credit card, 1044071, Billing statement, 
OH, Credit reporting, 1044501, Incorrect information on credit report, 
OH, Credit reporting, 1042234, Incorrect information on credit report, 
OH, Credit card, 1043683, Customer service / Customer relations, 
OH, Credit card, 1042170, Delinquent account, 
OH, Credit reporting, 1042233, Incorrect information on credit report, 
OH, Credit reporting, 1042235, Incorrect information on credit report, 
OH, Credit card, 1042237, Other, 
OH, Consumer loan, 1042594, Taking out the loan or lease, 
OH, Credit card, 1042842, Forbearance / Workout plans, 
OH, Credit reporting, 1042944, Incorrect information on credit report, 
OH, Debt collection, 1043129, Communication tactics, 
OH, Debt collection, 1043348, Cont'd attempts collect debt not owed, 
OH, Consumer loan, 1043431, Problems when you are unable to pay, 
OH, Debt collection, 1041733, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1040701, False statements or representation, 
OH, Debt collection, 1040673, Communication tactics, 
OH, Student loan, 1040719, Dealing with my lender or servicer, 
OH, Student loan, 1040839, Dealing with my lender or servicer, 
OH, Student loan, 1041038, Dealing with my lender or servicer, 
OH, Credit reporting, 1041152, Incorrect information on credit report, 
OH, Bank account or service, 1041334, Deposits and withdrawals, 
OH, Debt collection, 1039483, Improper contact or sharing of info, 
OH, Payday loan, 1038235, Can't stop charges to bank account, 
OH, Bank account or service, 1038552, Problems caused by my funds being low, 
OH, Debt collection, 1038626, Communication tactics, 
OH, Credit reporting, 1038861, Incorrect information on credit report, 
OH, Debt collection, 1038865, Improper contact or sharing of info, 
OH, Credit reporting, 1039849, Incorrect information on credit report, 
OH, Consumer loan, 1040485, Managing the loan or lease, 
OH, Credit card, 1040532, Transaction issue, 
OH, Payday loan, 1039200, Payment to acct not credited, 
OH, Payday loan, 1039199, Payment to acct not credited, 
OH, Student loan, 1039432, Dealing with my lender or servicer, 
OH, Credit card, 1037999, Other, 
OH, Credit card, 1037998, Other, 
OH, Student loan, 1038056, Can't repay my loan, 
OH, Bank account or service, 1038057, Using a debit or ATM card, 
OH, Bank account or service, 1038367, Using a debit or ATM card, 
OH, Consumer loan, 1037815, Managing the loan or lease, 
OH, Money transfers, 1037841, Other service issues, 
OH, Money transfers, 1037913, Other transaction issues, 
OH, Debt collection, 1036655, False statements or representation, 
OH, Debt collection, 1037308, Cont'd attempts collect debt not owed, 
OH, Credit card, 1037470, Billing statement, 
OH, Debt collection, 1037749, Communication tactics, 
OH, Credit reporting, 1034311, Credit monitoring or identity protection, 
